air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_power,temp_diff,overstrain,machine_failure
298.2,307.9,1462,45.5,171,66521.0,9.7,7780.5,0
298.1,307.9,1759,28.6,176,50307.4,9.8,5033.6,0
298.2,308.0,1535,38.0,179,58330.0,9.8,6802.0,0
298.2,307.9,1491,39.7,181,59192.7,9.7,7185.7,0
298.2,307.9,1551,36.0,186,55836.0,9.7,6696.0,0
298.2,307.9,1769,27.2,188,48116.8,9.7,5113.6,0
298.2,307.9,1551,34.1,190,52889.1,9.7,6479.0,0
298.2,307.9,1544,31.4,192,48481.6,9.7,6028.8,0
298.2,307.8,1528,31.1,194,47520.8,9.6,6033.4,0
298.1,307.9,1614,35.8,196,57781.2,9.8,7016.8,0
298.1,307.8,1432,49.8,198,71313.6,9.7,9860.4,0
298.1,307.8,1384,43.7,200,60480.8,9.7,8740.0,0
298.1,307.8,1540,37.8,203,58212.0,9.7,7673.4,0
298.0,307.7,1407,43.9,205,61767.3,9.7,8999.5,0
297.9,307.6,1418,43.0,207,60974.0,9.7,8901.0,0
297.9,307.5,1647,30.8,212,50727.6,9.6,6529.6,0
298.0,307.5,1644,32.8,215,53923.2,9.5,7052.0,0
298.0,307.5,1792,27.9,217,49996.8,9.5,6054.3,0
297.9,307.4,1610,34.6,219,55706.0,9.5,7577.4,0
297.8,307.3,1804,26.0,222,46904.0,9.5,5772.0,0
297.9,307.4,1604,36.1,225,57904.4,9.5,8122.5,1
297.9,307.4,1403,52.8,0,74078.4,9.5,0.0,0
297.8,307.3,1438,44.5,3,63991.0,9.5,133.5,0
297.9,307.3,1824,26.3,5,47971.2,9.4,131.5,0
297.9,307.3,1663,28.7,7,47728.1,9.4,200.9,0
297.9,307.3,1502,36.7,12,55123.4,9.4,440.4,0
297.9,307.4,1606,35.5,14,57013.0,9.5,497.0,0
297.9,307.5,1561,37.7,16,58849.7,9.6,603.2,0
297.9,307.4,1435,42.9,18,61561.5,9.5,772.2,0
297.9,307.5,1602,38.3,21,61356.6,9.6,804.3,0
298.1,307.6,1764,27.7,23,48862.8,9.5,637.1,0
298.0,307.5,1683,27.8,26,46787.4,9.5,722.8,0
298.0,307.5,1618,35.2,31,56953.6,9.5,1091.2,0
298.0,307.6,1509,41.6,33,62774.4,9.6,1372.8,0
297.9,307.6,1550,39.0,35,60450.0,9.7,1365.0,0
297.9,307.6,1519,44.0,37,66836.0,9.7,1628.0,0
297.9,307.6,1481,38.0,40,56278.0,9.7,1520.0,0
298.1,307.7,1289,48.3,42,62258.7,9.6,2028.6,0
298.0,307.6,1844,23.8,44,43887.2,9.6,1047.2,0
298.0,307.7,1479,42.5,47,62857.5,9.7,1997.5,0
298.0,307.7,1430,47.3,49,67639.0,9.7,2317.7,0
298.1,307.8,1636,36.7,51,60041.2,9.7,1871.7,0
298.1,307.8,1503,44.7,54,67184.1,9.7,2413.8,0
298.1,307.8,1608,32.6,57,52420.8,9.7,1858.2,0
298.2,307.8,1521,42.9,60,65250.9,9.6,2574.0,0
298.2,307.8,1439,41.6,62,59862.4,9.6,2579.2,0
298.2,307.8,1627,31.5,64,51250.5,9.6,2016.0,0
298.2,307.8,1749,26.1,66,45648.9,9.6,1722.6,0
298.2,307.8,1530,35.9,68,54927.0,9.6,2441.2,0
298.2,307.8,1355,51.3,70,69511.5,9.6,3591.0,0
298.3,307.9,1551,33.8,72,52423.8,9.6,2433.6,0
298.2,307.8,1515,46.7,74,70750.5,9.6,3455.8,0
298.2,307.8,1388,48.6,76,67456.8,9.6,3693.6,0
298.2,307.8,1585,34.6,78,54841.0,9.6,2698.8,0
298.1,307.7,1523,37.7,80,57417.1,9.6,3016.0,0
298.2,307.6,1369,54.5,82,74610.5,9.4,4469.0,0
298.2,307.7,1681,31.0,84,52111.0,9.5,2604.0,0
298.2,307.7,1503,38.3,87,57564.9,9.5,3332.1,0
298.2,307.7,1459,44.5,89,64925.5,9.5,3960.5,0
298.2,307.7,1688,32.4,91,54691.2,9.5,2948.4,0
298.2,307.7,1952,21.6,93,42163.2,9.5,2008.8,0
298.2,307.8,2029,19.9,96,40377.1,9.6,1910.4,0
298.3,307.8,1457,52.5,98,76492.5,9.5,5145.0,0
298.3,307.8,1392,50.4,101,70156.8,9.5,5090.4,0
298.3,307.8,1906,22.1,104,42122.6,9.5,2298.4,0
298.3,307.7,1602,33.4,106,53506.8,9.4,3540.4,0
298.3,307.7,1465,49.4,109,72371.0,9.4,5384.6,0
298.3,307.7,1439,43.8,111,63028.2,9.4,4861.8,0
298.3,307.8,1330,55.4,114,73682.0,9.5,6315.6,0
298.3,307.9,1485,42.0,117,62370.0,9.6,4914.0,0
298.4,307.9,1700,28.2,120,47940.0,9.5,3384.0,0
298.4,308.0,1515,42.8,125,64842.0,9.6,5350.0,0
298.5,308.1,1501,39.2,127,58839.2,9.6,4978.4,0
298.4,308.0,1380,47.6,130,65688.0,9.6,6188.0,0
298.4,307.9,1544,35.9,132,55429.6,9.5,4738.8,0
298.4,307.9,1743,27.3,134,47583.9,9.5,3658.2,0
298.4,307.9,1948,21.4,136,41687.2,9.5,2910.4,0
298.5,307.9,1260,54.2,141,68292.0,9.4,7642.2,0
298.5,307.9,1640,33.1,146,54284.0,9.4,4832.6,0
298.5,308.0,1363,49.2,149,67059.6,9.5,7330.8,0
298.5,308.0,1379,49.6,152,68398.4,9.5,7539.2,0
298.5,308.0,1713,25.8,154,44195.4,9.5,3973.2,0
298.5,308.0,1461,51.9,157,75825.9,9.5,8148.3,0
298.5,308.0,1624,29.8,160,48395.2,9.5,4768.0,0
298.4,308.0,1526,41.1,162,62718.6,9.6,6658.2,0
298.4,307.9,2381,14.2,164,33810.2,9.5,2328.8,0
298.4,307.7,1626,31.1,166,50568.6,9.3,5162.6,0
298.3,307.7,1576,33.8,171,53268.8,9.4,5779.8,0
298.4,307.8,1617,31.6,173,51097.2,9.4,5466.8,0
298.3,307.6,1942,20.6,176,40005.2,9.3,3625.6,0
298.2,307.6,1492,37.2,178,55502.4,9.4,6621.6,0
298.2,307.5,1470,51.3,180,75411.0,9.3,9234.0,0
298.0,307.4,1463,46.5,182,68029.5,9.4,8463.0,0
298.0,307.3,1424,46.5,185,66216.0,9.3,8602.5,0
298.1,307.4,1363,60.1,187,81916.3,9.3,11238.7,0
298.1,307.4,1335,56.2,190,75027.0,9.3,10678.0,0
298.1,307.4,1608,33.9,193,54511.2,9.3,6542.7,0
298.0,307.4,1606,35.2,195,56531.2,9.4,6864.0,0
298.1,307.5,1684,33.1,200,55740.4,9.4,6620.0,0
298.1,307.6,1950,20.3,202,39585.0,9.5,4100.6,0
298.2,307.6,1460,48.6,204,70956.0,9.4,9914.4,0
298.2,307.6,1511,31.0,209,46841.0,9.4,6479.0,1
298.2,307.6,1318,55.7,0,73412.6,9.4,0.0,0
298.2,307.6,1368,51.8,5,70862.4,9.4,259.0,0
298.3,307.7,1717,27.1,7,46530.7,9.4,189.7,0
298.3,307.7,1520,41.4,10,62928.0,9.4,414.0,0
298.3,307.8,1485,42.0,13,62370.0,9.5,546.0,0
298.4,307.9,1981,23.2,16,45959.2,9.5,371.2,0
298.4,307.9,1605,31.0,18,49755.0,9.5,558.0,0
298.4,307.9,1446,45.3,23,65503.8,9.5,1041.9,0
298.4,308.0,1508,47.9,25,72233.2,9.6,1197.5,0
298.5,308.0,1384,59.5,27,82348.0,9.5,1606.5,0
298.5,308.0,1519,37.3,29,56658.7,9.5,1081.7,0
298.5,308.0,1404,48.1,32,67532.4,9.5,1539.2,0
298.5,308.1,1564,31.1,34,48640.4,9.6,1057.4,0
298.6,308.2,1555,36.8,36,57224.0,9.6,1324.8,0
298.6,308.2,1325,54.0,41,71550.0,9.6,2214.0,0
298.6,308.2,1488,44.0,43,65472.0,9.6,1892.0,0
298.5,308.2,1595,32.3,46,51518.5,9.7,1485.8,0
298.5,308.1,1662,28.6,48,47533.2,9.6,1372.8,0
298.4,308.0,1571,37.4,50,58755.4,9.6,1870.0,0
298.3,308.0,1553,41.0,52,63673.0,9.7,2132.0,0
298.3,308.0,2886,3.8,57,10966.8,9.7,216.6,1
298.2,308.0,1538,38.2,59,58751.6,9.8,2253.8,0
298.4,308.2,1618,33.0,61,53394.0,9.8,2013.0,0
298.4,308.2,1364,45.9,63,62607.6,9.8,2891.7,0
298.3,308.0,1442,47.3,65,68206.6,9.7,3074.5,0
298.2,307.9,1313,67.3,67,88364.9,9.7,4509.1,1
298.2,307.9,1847,23.6,69,43589.2,9.7,1628.4,0
298.1,307.8,1524,40.8,71,62179.2,9.7,2896.8,0
298.1,307.7,1445,48.0,73,69360.0,9.6,3504.0,0
298.1,307.8,1761,28.2,76,49660.2,9.7,2143.2,0
298.1,307.8,1514,43.5,78,65859.0,9.7,3393.0,0
298.1,307.7,1498,38.3,81,57373.4,9.6,3102.3,0
298.1,307.6,1542,37.1,84,57208.2,9.5,3116.4,0
298.0,307.6,1508,41.8,89,63034.4,9.6,3720.2,0
298.0,307.5,1431,52.9,92,75699.9,9.5,4866.8,0
298.0,307.5,1427,45.1,95,64357.7,9.5,4284.5,0
298.0,307.5,1524,36.3,98,55321.2,9.5,3557.4,0
298.0,307.5,1427,43.6,101,62217.2,9.5,4403.6,0
298.1,307.6,1496,44.1,104,65973.6,9.5,4586.4,0
298.1,307.7,1388,40.3,109,55936.4,9.6,4392.7,0
298.1,307.7,1495,48.1,111,71909.5,9.6,5339.1,0
298.1,307.7,1376,56.2,113,77331.2,9.6,6350.6,0
298.0,307.6,1593,32.2,118,51294.6,9.6,3799.6,0
298.0,307.6,1654,28.9,123,47800.6,9.6,3554.7,0
298.1,307.7,2567,12.8,125,32857.6,9.6,1600.0,1
298.1,307.7,1767,27.0,127,47709.0,9.6,3429.0,0
298.1,307.6,1364,53.8,129,73383.2,9.5,6940.2,0
298.1,307.8,1569,31.2,131,48952.8,9.7,4087.2,0
298.2,307.8,1476,36.8,134,54316.8,9.6,4931.2,0
298.1,307.7,1479,45.0,136,66555.0,9.6,6120.0,0
298.1,307.7,1650,34.1,138,56265.0,9.6,4705.8,0
298.1,307.6,1565,36.3,140,56809.5,9.5,5082.0,0
298.1,307.6,1460,46.5,143,67890.0,9.5,6649.5,0
298.1,307.7,1664,27.6,145,45926.4,9.6,4002.0,0
298.1,307.7,1435,40.9,147,58691.5,9.6,6012.3,0
298.1,307.6,2066,19.2,150,39667.2,9.5,2880.0,0
298.1,307.5,1493,43.7,153,65244.1,9.4,6686.1,0
298.1,307.6,1354,43.3,155,58628.2,9.5,6711.5,0
298.1,307.6,1488,39.4,157,58627.2,9.5,6185.8,0
298.1,307.7,1414,48.7,159,68861.8,9.6,7743.3,0
298.1,307.5,1391,57.4,161,79843.4,9.4,9241.4,0
298.0,307.5,1784,27.8,163,49595.2,9.5,4531.4,0
297.8,307.3,1516,40.1,166,60791.6,9.5,6656.6,0
297.9,307.3,1420,47.8,171,67876.0,9.4,8173.8,0
297.8,307.2,1351,56.3,174,76061.3,9.4,9796.2,0
297.8,307.2,1880,23.0,176,43240.0,9.4,4048.0,0
297.8,307.3,1859,24.0,178,44616.0,9.5,4272.0,0
297.8,307.3,1315,54.0,180,71010.0,9.5,9720.0,0
297.8,307.4,1330,51.7,183,68761.0,9.6,9461.1,0
297.8,307.3,1327,61.0,186,80947.0,9.5,11346.0,1
297.8,307.2,1498,38.1,188,57073.8,9.4,7162.8,0
297.8,307.3,1555,35.8,190,55669.0,9.5,6802.0,0
297.7,307.2,1518,35.8,195,54344.4,9.5,6981.0,0
297.7,307.2,1392,43.0,197,59856.0,9.5,8471.0,0
297.8,307.2,1456,39.6,199,57657.6,9.4,7880.4,0
297.7,307.1,1715,30.2,0,51793.0,9.4,0.0,0
297.7,307.2,1405,43.7,2,61398.5,9.5,87.4,0
297.7,307.2,1668,37.8,5,63050.4,9.5,189.0,0
297.7,307.1,1855,22.5,7,41737.5,9.4,157.5,0
297.6,307.1,1496,39.2,12,58643.2,9.5,470.4,0
297.6,307.1,1471,44.9,14,66047.9,9.5,628.6,0
297.7,307.2,1444,40.0,17,57760.0,9.5,680.0,0
297.7,307.3,1514,38.6,19,58440.4,9.6,733.4,0
297.8,307.3,1412,50.7,24,71588.4,9.5,1216.8,0
297.7,307.2,1429,44.1,26,63018.9,9.5,1146.6,0
297.7,307.2,1668,32.7,31,54543.6,9.5,1013.7,0
297.7,307.2,1372,52.8,33,72441.6,9.5,1742.4,0
297.7,307.3,1365,49.2,36,67158.0,9.6,1771.2,0
297.6,307.1,1526,39.1,39,59666.6,9.5,1524.9,0
297.6,307.2,1486,40.6,42,60331.6,9.6,1705.2,0
297.6,307.2,1470,42.6,44,62622.0,9.6,1874.4,0
297.7,307.3,1249,62.8,47,78437.2,9.6,2951.6,0
297.8,307.4,1752,26.1,52,45727.2,9.6,1357.2,0
297.7,307.4,1643,36.5,55,59969.5,9.7,2007.5,0
297.8,307.4,1488,36.1,57,53716.8,9.6,2057.7,0
297.8,307.4,1355,45.8,60,62059.0,9.6,2748.0,0
297.8,307.6,1607,30.3,62,48692.1,9.8,1878.6,0
297.9,307.6,1609,30.3,64,48752.7,9.7,1939.2,0
297.9,307.7,1517,44.4,67,67354.8,9.8,2974.8,0
297.9,307.7,1517,39.5,69,59921.5,9.8,2725.5,0
297.9,307.7,1546,37.6,72,58129.6,9.8,2707.2,0
297.9,307.7,1567,34.7,74,54374.9,9.8,2567.8,0
298.1,307.9,1662,28.9,76,48031.8,9.8,2196.4,0
298.1,307.9,1502,41.8,79,62783.6,9.8,3302.2,0
298.3,308.0,1361,56.9,81,77440.9,9.7,4608.9,0
298.3,308.1,1630,32.7,83,53301.0,9.8,2714.1,0
298.3,308.0,1486,42.3,86,62857.8,9.7,3637.8,0
298.3,308.1,1840,21.5,88,39560.0,9.8,1892.0,0
298.3,308.1,1326,58.4,90,77438.4,9.8,5256.0,0
298.4,308.1,1367,57.8,92,79012.6,9.7,5317.6,0
298.4,308.1,1598,32.7,94,52254.6,9.7,3073.8,0
298.3,308.0,1363,50.1,96,68286.3,9.7,4809.6,0
298.3,308.0,1242,62.0,98,77004.0,9.7,6076.0,0
298.2,307.8,1566,33.8,100,52930.8,9.6,3380.0,0
298.1,307.7,1424,47.7,103,67924.8,9.6,4913.1,0
298.2,307.7,1608,33.8,106,54350.4,9.5,3582.8,0
298.1,307.7,1705,29.1,109,49615.5,9.6,3171.9,0
298.0,307.6,1548,45.8,111,70898.4,9.6,5083.8,0
298.0,307.6,1581,43.4,113,68615.4,9.6,4904.2,0
298.0,307.6,1472,46.7,116,68742.4,9.6,5417.2,0
298.0,307.6,1792,26.0,119,46592.0,9.6,3094.0,0
298.0,307.6,1683,32.8,122,55202.4,9.6,4001.6,0
297.9,307.6,1503,40.7,124,61172.1,9.7,5046.8,0
297.9,307.5,1642,32.4,126,53200.8,9.6,4082.4,0
297.8,307.4,1902,24.3,129,46218.6,9.6,3134.7,0
297.7,307.4,1432,40.2,132,57566.4,9.7,5306.4,0
297.8,307.4,1512,40.8,137,61689.6,9.6,5589.6,0
297.7,307.4,1764,29.0,139,51156.0,9.7,4031.0,0
297.8,307.4,1438,43.6,141,62696.8,9.6,6147.6,0
297.8,307.5,1631,29.9,144,48766.9,9.7,4305.6,0
297.9,307.5,1880,23.3,146,43804.0,9.6,3401.8,0
297.9,307.6,1344,54.3,151,72979.2,9.7,8199.3,0
297.9,307.5,1574,35.8,153,56349.2,9.6,5477.4,0
297.8,307.4,1418,41.2,155,58421.6,9.6,6386.0,0
297.8,307.5,1372,54.1,157,74225.2,9.7,8493.7,0
297.8,307.5,1388,40.0,159,55520.0,9.7,6360.0,0
297.9,307.6,1493,36.0,161,53748.0,9.7,5796.0,0
297.9,307.6,1505,40.1,166,60350.5,9.7,6656.6,0
298.0,307.6,1694,29.1,169,49295.4,9.6,4917.9,0
297.9,307.6,1968,20.4,171,40147.2,9.7,3488.4,0
298.0,307.6,1569,35.6,173,55856.4,9.6,6158.8,0
297.9,307.6,1687,29.1,176,49091.7,9.7,5121.6,0
297.9,307.6,1430,52.4,178,74932.0,9.7,9327.2,0
297.9,307.6,1504,42.4,180,63769.6,9.7,7632.0,0
297.9,307.6,1977,20.2,182,39935.4,9.7,3676.4,0
298.0,307.7,1435,45.6,184,65436.0,9.7,8390.4,0
298.0,307.7,1547,36.8,186,56929.6,9.7,6844.8,0
298.1,307.8,1316,57.2,191,75275.2,9.7,10925.2,0
298.0,307.7,1621,34.9,194,56572.9,9.7,6770.6,0
298.0,307.8,1492,40.2,197,59978.4,9.8,7919.4,0
298.0,307.7,1643,32.3,200,53068.9,9.7,6460.0,0
298.0,307.7,1492,38.7,202,57740.4,9.7,7817.4,0
298.0,307.7,1387,50.8,204,70459.6,9.7,10363.2,0
298.1,307.9,1463,47.3,206,69199.9,9.8,9743.8,0
298.1,307.9,1496,40.0,0,59840.0,9.8,0.0,0
298.2,308.0,1658,30.0,3,49740.0,9.8,90.0,0
298.1,307.9,2161,17.5,5,37817.5,9.8,87.5,0
298.1,307.9,1665,32.0,7,53280.0,9.8,224.0,0
298.0,307.8,1716,26.6,9,45645.6,9.8,239.4,0
298.0,307.7,1529,34.1,11,52138.9,9.7,375.1,0
297.9,307.7,1353,50.7,13,68597.1,9.8,659.1,0
297.9,307.7,1537,37.7,15,57944.9,9.8,565.5,0
298.0,307.7,1606,30.8,17,49464.8,9.7,523.6,0
298.0,307.8,1314,47.8,19,62809.2,9.8,908.2,0
298.0,307.8,1623,29.9,24,48527.7,9.8,717.6,0
298.0,307.8,1483,50.9,26,75484.7,9.8,1323.4,0
298.1,307.9,1569,37.0,29,58053.0,9.8,1073.0,0
298.2,308.0,1969,21.7,32,42727.3,9.8,694.4,0
298.1,308.0,1686,29.3,35,49399.8,9.9,1025.5,0
298.1,308.0,1638,35.1,38,57493.8,9.9,1333.8,0
298.1,307.9,1698,33.3,40,56543.4,9.8,1332.0,0
298.1,307.9,1377,55.1,42,75872.7,9.8,2314.2,0
298.1,308.0,2129,18.4,45,39173.6,9.9,828.0,0
298.2,308.0,1411,42.4,48,59826.4,9.8,2035.2,0
298.1,307.9,1517,40.8,50,61893.6,9.8,2040.0,0
298.1,307.9,1303,53.9,52,70231.7,9.8,2802.8,0
298.1,307.9,1578,35.6,55,56176.8,9.8,1958.0,0
298.1,307.9,1425,58.2,57,82935.0,9.8,3317.4,0
298.1,308.0,1456,42.4,59,61734.4,9.9,2501.6,0
298.1,308.0,1704,30.9,61,52653.6,9.9,1884.9,0
298.1,308.1,1791,27.3,63,48894.3,10.0,1719.9,0
298.1,308.1,1616,32.8,65,53004.8,10.0,2132.0,0
298.2,308.1,1622,34.9,67,56607.8,9.9,2338.3,0
298.2,308.1,1462,49.9,69,72953.8,9.9,3443.1,0
298.1,308.1,1410,45.8,71,64578.0,10.0,3251.8,0
298.1,308.0,1543,41.9,73,64651.7,9.9,3058.7,0
298.0,307.9,1479,47.6,76,70400.4,9.9,3617.6,0
298.0,307.8,1839,22.7,79,41745.3,9.8,1793.3,0
298.0,307.8,1266,60.5,81,76593.0,9.8,4900.5,0
297.9,307.7,1593,34.9,83,55595.7,9.8,2896.7,0
297.9,307.8,1459,46.9,85,68427.1,9.9,3986.5,0
297.9,307.7,1308,55.2,87,72201.6,9.8,4802.4,0
297.9,307.7,1364,46.8,89,63835.2,9.8,4165.2,0
297.9,307.7,1618,35.9,92,58086.2,9.8,3302.8,0
297.9,307.7,1464,43.2,97,63244.8,9.8,4190.4,0
297.8,307.6,1352,49.4,102,66788.8,9.8,5038.8,0
297.8,307.6,1446,51.4,105,74324.4,9.8,5397.0,0
297.8,307.5,1448,51.2,107,74137.6,9.7,5478.4,0
297.8,307.5,1391,48.6,109,67602.6,9.7,5297.4,0
297.7,307.5,1379,43.3,111,59710.7,9.8,4806.3,0
297.8,307.5,1405,46.9,113,65894.5,9.7,5299.7,0
297.8,307.5,1581,33.1,116,52331.1,9.7,3839.6,0
297.9,307.6,1515,40.5,118,61357.5,9.7,4779.0,0
297.9,307.6,1589,37.8,120,60064.2,9.7,4536.0,0
298.0,307.6,1281,50.8,122,65074.8,9.6,6197.6,0
297.8,307.5,1631,31.3,124,51050.3,9.7,3881.2,0
297.9,307.6,1202,67.0,129,80534.0,9.7,8643.0,0
297.9,307.6,1298,52.7,132,68404.6,9.7,6956.4,0
297.9,307.6,1612,30.7,134,49488.4,9.7,4113.8,0
297.9,307.6,1747,25.3,136,44199.1,9.7,3440.8,0
298.0,307.6,1450,48.7,138,70615.0,9.6,6720.6,0
298.0,307.7,1422,45.6,140,64843.2,9.7,6384.0,0
298.1,307.7,1419,47.4,142,67260.6,9.6,6730.8,0
298.1,307.7,1633,30.7,145,50133.1,9.6,4451.5,0
298.0,307.7,1442,43.6,148,62871.2,9.7,6452.8,0
298.0,307.6,1420,45.8,150,65036.0,9.6,6870.0,0
298.0,307.6,1301,58.5,155,76108.5,9.6,9067.5,0
298.0,307.6,1385,45.0,158,62325.0,9.6,7110.0,0
298.0,307.7,1487,41.3,160,61413.1,9.7,6608.0,0
298.0,307.6,1459,44.4,163,64779.6,9.6,7237.2,0
298.0,307.5,1387,45.5,166,63108.5,9.5,7553.0,0
298.1,307.7,1537,40.8,169,62709.6,9.6,6895.2,0
298.1,307.6,1498,42.9,171,64264.2,9.5,7335.9,0
298.2,307.8,1599,31.2,173,49888.8,9.6,5397.6,0
298.3,307.9,1420,39.2,176,55664.0,9.6,6899.2,0
298.2,307.9,1785,23.4,181,41769.0,9.7,4235.4,0
298.2,307.8,1423,48.1,183,68446.3,9.6,8802.3,0
298.2,307.8,1583,36.6,185,57937.8,9.6,6771.0,0
298.2,307.8,1375,46.6,188,64075.0,9.6,8760.8,0
298.3,308.0,1463,42.5,190,62177.5,9.7,8075.0,0
298.2,307.9,1403,45.1,193,63275.3,9.7,8704.3,0
298.3,308.0,1451,47.1,196,68342.1,9.7,9231.6,0
298.4,308.0,1416,38.2,198,54091.2,9.6,7563.6,1
298.3,308.1,1672,41.3,0,69053.6,9.8,0.0,0
298.3,308.0,1637,30.8,2,50419.6,9.7,61.6,0
298.4,308.0,1540,37.8,7,58212.0,9.6,264.6,0
298.4,308.1,1279,53.1,9,67914.9,9.7,477.9,0
298.4,308.2,1604,34.9,11,55979.6,9.8,383.9,0
298.5,308.2,1654,27.1,13,44823.4,9.7,352.3,0
298.5,308.2,1564,37.5,15,58650.0,9.7,562.5,0
298.5,308.2,1451,47.5,18,68922.5,9.7,855.0,0
298.5,308.3,1504,38.0,20,57152.0,9.8,760.0,0
298.5,308.3,1381,50.5,22,69740.5,9.8,1111.0,0
298.6,308.4,1562,34.4,25,53732.8,9.8,860.0,0
298.5,308.3,1811,24.7,27,44731.7,9.8,666.9,0
298.6,308.3,1717,28.7,29,49277.9,9.7,832.3,0
298.6,308.3,1278,60.5,32,77319.0,9.7,1936.0,0
298.7,308.5,1616,30.2,34,48803.2,9.8,1026.8,0
298.6,308.4,1397,46.4,36,64820.8,9.8,1670.4,0
298.6,308.4,1485,42.9,38,63706.5,9.8,1630.2,0
298.6,308.4,1310,59.7,40,78207.0,9.8,2388.0,0
298.5,308.2,1301,66.3,42,86256.3,9.7,2784.6,1
298.5,308.3,1458,44.0,44,64152.0,9.8,1936.0,0
298.7,308.5,1483,42.5,46,63027.5,9.8,1955.0,0
298.7,308.5,1375,46.4,48,63800.0,9.8,2227.2,0
298.7,308.5,1660,27.0,50,44820.0,9.8,1350.0,0
298.7,308.4,1560,33.3,53,51948.0,9.7,1764.9,0
298.7,308.5,1480,42.2,58,62456.0,9.8,2447.6,0
298.7,308.4,1373,46.9,60,64393.7,9.7,2814.0,0
298.7,308.5,1444,54.2,62,78264.8,9.8,3360.4,0
298.7,308.6,1722,24.7,64,42533.4,9.9,1580.8,0
298.7,308.5,1469,39.9,67,58613.1,9.8,2673.3,0
298.7,308.5,1360,52.9,69,71944.0,9.8,3650.1,0
298.7,308.4,1750,25.8,72,45150.0,9.7,1857.6,0
298.7,308.3,1349,46.6,74,62863.4,9.6,3448.4,0
298.7,308.5,1668,35.2,77,58713.6,9.8,2710.4,0
298.9,308.6,1400,49.5,79,69300.0,9.7,3910.5,0
298.8,308.6,1331,62.8,81,83586.8,9.8,5086.8,0
298.8,308.5,1444,42.2,83,60936.8,9.7,3502.6,0
298.8,308.5,1359,47.6,85,64688.4,9.7,4046.0,0
298.8,308.5,1425,47.4,90,67545.0,9.7,4266.0,0
298.9,308.6,1469,34.2,93,50239.8,9.7,3180.6,0
299.0,308.7,1892,22.8,96,43137.6,9.7,2188.8,0
299.0,308.7,1940,19.9,98,38606.0,9.7,1950.2,0
299.0,308.8,1405,55.2,103,77556.0,9.8,5685.6,0
299.0,308.9,1449,39.6,105,57380.4,9.9,4158.0,0
299.1,308.9,1686,29.6,108,49905.6,9.8,3196.8,0
299.1,308.9,1680,27.2,110,45696.0,9.8,2992.0,0
299.1,308.9,1397,52.4,112,73202.8,9.8,5868.8,0
299.2,309.0,1597,30.3,115,48389.1,9.8,3484.5,0
299.3,309.1,1470,41.1,118,60417.0,9.8,4849.8,0
299.3,309.1,1703,31.3,120,53303.9,9.8,3756.0,0
299.3,309.1,1388,45.5,123,63154.0,9.8,5596.5,0
299.3,309.2,1775,24.2,125,42955.0,9.9,3025.0,0
299.3,309.2,1465,41.5,127,60797.5,9.9,5270.5,0
299.3,309.2,1586,37.9,129,60109.4,9.9,4889.1,0
299.5,309.3,1675,29.2,132,48910.0,9.8,3854.4,0
299.4,309.2,1470,44.4,135,65268.0,9.8,5994.0,0
299.5,309.3,1477,40.4,138,59670.8,9.8,5575.2,0
299.5,309.3,1382,61.0,140,84302.0,9.8,8540.0,0
299.6,309.4,1605,29.8,142,47829.0,9.8,4231.6,0
299.6,309.4,1643,32.9,145,54054.7,9.8,4770.5,0
299.5,309.3,1333,54.1,147,72115.3,9.8,7952.7,0
299.5,309.3,1520,42.3,149,64296.0,9.8,6302.7,0
299.5,309.3,1902,24.0,151,45648.0,9.8,3624.0,0
299.5,309.4,1386,44.4,154,61538.4,9.9,6837.6,0
299.6,309.5,1803,27.7,159,49943.1,9.9,4404.3,0
299.7,309.6,1359,50.7,161,68901.3,9.9,8162.7,0
299.7,309.6,1477,42.7,163,63067.9,9.9,6960.1,0
299.7,309.6,1321,53.4,166,70541.4,9.9,8864.4,0
299.6,309.5,1453,41.4,168,60154.2,9.9,6955.2,0
299.7,309.6,1419,45.1,170,63996.9,9.9,7667.0,0
299.7,309.6,1512,36.2,172,54734.4,9.9,6226.4,0
299.7,309.6,1553,36.8,174,57150.4,9.9,6403.2,0
299.7,309.6,1534,39.1,176,59979.4,9.9,6881.6,0
299.7,309.6,1553,41.0,179,63673.0,9.9,7339.0,0
299.7,309.5,1352,49.7,184,67194.4,9.8,9144.8,0
299.7,309.6,1313,60.0,186,78780.0,9.9,11160.0,0
299.6,309.5,1570,35.5,189,55735.0,9.9,6709.5,0
299.6,309.4,1677,31.1,191,52154.7,9.8,5940.1,0
299.5,309.4,1602,31.5,193,50463.0,9.9,6079.5,0
299.5,309.4,1390,58.8,195,81732.0,9.9,11466.0,1
299.4,309.3,1544,36.0,197,55584.0,9.9,7092.0,0
299.4,309.4,1701,31.2,199,53071.2,10.0,6208.8,0
299.4,309.3,1692,28.4,201,48052.8,9.9,5708.4,0
299.3,309.3,1523,37.9,204,57721.7,10.0,7731.6,0
299.3,309.2,2280,15.4,207,35112.0,9.9,3187.8,0
299.4,309.3,1485,47.1,209,69943.5,9.9,9843.9,0
299.4,309.2,1513,36.1,212,54619.3,9.8,7653.2,0
299.4,309.3,1743,28.2,0,49152.6,9.9,0.0,0
299.5,309.3,1442,46.2,5,66620.4,9.8,231.0,0
299.5,309.3,1462,46.7,7,68275.4,9.8,326.9,0
